"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Rights.copyrightStatus","Language","Type.genre","Subject","Name.author","Name.subject","Name.annotator","Name.repository","Name.scribe","Title","Relation.rectoVerso","Relation.pageNumber","Relation.textDirection","Relation.isVersionOf","Alt ID.local","Description.contents","Date.creation","Format.dimensions","Format.extent","Description.note","Description.abstract","Bucketeer State","IIIF Access URL"
"St Gall Manuscripts","ark:/21198/zz002951nc","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_107_v.tif","214","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 107v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz002951pw","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_108_r.tif","215","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 108r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz002951qd","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_108_v.tif","216","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 108v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz002951rx","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_109_r.tif","217","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 109r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz002951sf","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_109_v.tif","218","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 109v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz002951tz","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_110_r.tif","219","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 110r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz002951vg","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_110_v.tif","220","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 110v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz002951w0","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_111_r.tif","221","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 111r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz002951xh","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_111_v.tif","222","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 111v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz002951z1","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_112_r.tif","223","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 112r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00295201","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_112_v.tif","224","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 112v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz0029521j","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_113_r.tif","225","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 113r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00295222","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_113_v.tif","226","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 113v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz0029523k","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_114_r.tif","227","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 114r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00295243","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_114_v.tif","228","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 114v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz0029525m","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_115_r.tif","229","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 115r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00295264","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_115_v.tif","230","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 115v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz0029527n","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_116_r.tif","231","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 116r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00295285","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_116_v.tif","232","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 116v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz0029529p","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_117_r.tif","233","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 117r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz002952b6","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_117_v.tif","234","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 117v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz002952cq","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_118_r.tif","235","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 118r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz002952d7","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_118_v.tif","236","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 118v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz002952fr","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_119_r.tif","237","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 119r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz002952g8","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_119_v.tif","238","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 119v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz002952hs","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_120_r.tif","239","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 120r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz002952j9","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_120_v.tif","240","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 120v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz002952kt","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_121_r.tif","241","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 121r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz002952mb","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_121_v.tif","242","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 121v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz002952nv","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_122_r.tif","243","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 122r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz002952pc","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_122_v.tif","244","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 122v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz002952qw","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_123_r.tif","245","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 123r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz002952rd","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_123_v.tif","246","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 123v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz002952sx","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_124_r.tif","247","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 124r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz002952tf","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_124_v.tif","248","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 124v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz002952vz","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_125_r.tif","249","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 125r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz002952wg","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_125_v.tif","250","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 125v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz002952x0","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_126_r.tif","251","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 126r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz002952zh","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_126_v.tif","252","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 126v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz0029530h","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_127_r.tif","253","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 127r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00295311","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_127_v.tif","254","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 127v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz0029532j","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_128_r.tif","255","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 128r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00295332","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_128_v.tif","256","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 128v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz0029534k","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_129_r.tif","257","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 129r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00295353","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_129_v.tif","258","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 129v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz0029536m","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_130_r.tif","259","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 130r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00295374","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_130_v.tif","260","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 130v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz0029538n","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_131_r.tif","261","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 131r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00295395","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_131_v.tif","262","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 131v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz002953bp","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_132_r.tif","263","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 132r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz002953c6","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_132_v.tif","264","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 132v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz002953dq","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_133_r.tif","265","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 133r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz002953f7","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_133_v.tif","266","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 133v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz002953gr","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_134_r.tif","267","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 134r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz002953h8","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_134_v.tif","268","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 134v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz002953js","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_135_r.tif","269","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 135r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz002953k9","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_135_v.tif","270","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 135v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz002953mt","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_136_r.tif","271","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 136r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz002953nb","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_136_v.tif","272","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 136v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz002953pv","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_137_r.tif","273","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 137r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz002953qc","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_137_v.tif","274","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 137v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz002953rw","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_138_r.tif","275","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 138r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz002953sd","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_138_v.tif","276","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 138v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz002953tx","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_139_r.tif","277","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 139r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz002953vf","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_139_v.tif","278","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 139v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz002953wz","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_140_r.tif","279","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 140r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz002953xg","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_140_v.tif","280","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 140v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz002953z0","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_141_r.tif","281","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 141r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00295400","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_141_v.tif","282","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 141v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz0029541h","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_142_r.tif","283","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 142r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00295421","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_142_v.tif","284","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 142v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz0029543j","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_143_r.tif","285","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 143r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00295442","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_143_v.tif","286","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 143v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz0029545k","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_144_r.tif","287","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 144r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00295463","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_144_v.tif","288","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 144v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz0029547m","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_145_r.tif","289","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 145r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00295484","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_145_v.tif","290","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 145v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz0029549n","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_146_r.tif","291","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 146r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz002954b5","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_146_v.tif","292","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 146v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz002954cp","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_147_r.tif","293","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 147r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz002954d6","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_147_v.tif","294","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 147v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz002954fq","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_148_r.tif","295","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 148r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz002954g7","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_148_v.tif","296","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 148v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz002954hr","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_149_r.tif","297","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 149r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz002954j8","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_149_v.tif","298","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 149v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz002954ks","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_150_r.tif","299","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 150r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz002954m9","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_150_v.tif","300","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 150v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz002954nt","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_151_r.tif","301","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 151r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz002954pb","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_151_v.tif","302","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 151v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz002954qv","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_152_r.tif","303","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 152r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz002954rc","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_152_v.tif","304","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 152v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz002954sw","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_153_r.tif","305","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 153r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz002954td","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_153_v.tif","306","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 153v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz002954vx","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_154_r.tif","307","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 154r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz002954wf","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_154_v.tif","308","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 154v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz002954xz","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_155_r.tif","309","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 155r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz002954zg","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_155_v.tif","310","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 155v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz0029550g","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_156_r.tif","311","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 156r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00295510","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_156_v.tif","312","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 156v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz0029552h","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_157_r.tif","313","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 157r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00295531","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_157_v.tif","314","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 157v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz0029554j","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_158_r.tif","315","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 158r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00295552","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_158_v.tif","316","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 158v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz0029556k","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_159_r.tif","317","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 159r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00295573","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_159_v.tif","318","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 159v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz0029558m","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_160_r.tif","319","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 160r","","","","","","","","","","","","failed",
